,num_step,ts_phase,method,ab_order,fid
0,10,t,rho_rk,3,3.944133847296541
1,10,t,rho_rk,2,3.988590403839624
2,10,t,t_ab,3,4.404912284076829
3,10,t,t_ab,2,4.773499823489431
4,10,t,rho_ab,3,6.800227872163589
5,10,t,rho_ab,2,7.0827285402299935
6,10,rho,t_ab,2,64.78129481766501
7,10,rho,rho_ab,3,71.43305664436389
8,10,rho,rho_ab,2,75.62252681176295
9,10,rho,rho_rk,3,146.72168515327417
10,10,rho,rho_rk,2,146.82452399149523
11,10,rho,t_ab,3,339.7857330779558
