,956,912,869,825,782,738,695,652,608,565,521,478,434,391,347,304,261,217,174,130,087,043,000,-01,sum
956,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
912,0.003,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
869,0.003,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
825,0.003,0.005,0.007,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
782,0.003,0.005,0.007,0.01,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038
738,0.003,0.005,0.007,0.01,0.013,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057
695,0.003,0.005,0.007,0.01,0.013,0.018,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
652,0.003,0.005,0.007,0.01,0.013,0.018,0.023,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109
608,0.003,0.005,0.007,0.01,0.013,0.018,0.023,0.029,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146
565,0.003,0.005,0.007,0.01,0.013,0.018,0.023,0.029,0.038,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
521,0.003,0.005,0.007,0.01,0.013,0.018,0.022,0.029,0.037,0.045,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244
478,0.003,0.005,0.007,0.009,0.013,0.017,0.022,0.028,0.036,0.044,0.055,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305
434,0.003,0.005,0.006,0.009,0.012,0.017,0.021,0.027,0.035,0.043,0.054,0.064,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
391,0.003,0.004,0.006,0.009,0.012,0.016,0.021,0.026,0.034,0.041,0.052,0.061,0.076,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
347,0.003,0.004,0.006,0.008,0.011,0.015,0.02,0.025,0.032,0.039,0.049,0.058,0.072,0.085,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532
304,0.003,0.004,0.005,0.008,0.01,0.014,0.018,0.023,0.03,0.036,0.046,0.054,0.067,0.079,0.098,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615
261,0.002,0.004,0.005,0.007,0.009,0.013,0.017,0.021,0.027,0.033,0.041,0.049,0.061,0.072,0.089,0.109,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697
217,0.002,0.003,0.004,0.006,0.008,0.011,0.014,0.019,0.024,0.029,0.036,0.043,0.053,0.063,0.078,0.095,0.121,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.777
174,0.002,0.003,0.004,0.005,0.007,0.009,0.012,0.016,0.02,0.024,0.03,0.036,0.045,0.053,0.066,0.08,0.102,0.14,0.196,0.0,0.0,0.0,0.0,0.0,0.848
130,0.001,0.002,0.003,0.004,0.005,0.007,0.009,0.012,0.016,0.019,0.024,0.028,0.035,0.041,0.051,0.062,0.08,0.109,0.153,0.248,0.0,0.0,0.0,0.0,0.91
087,0.001,0.001,0.002,0.003,0.004,0.005,0.007,0.008,0.011,0.013,0.017,0.02,0.024,0.029,0.036,0.044,0.056,0.076,0.107,0.173,0.321,0.0,0.0,0.0,0.957
043,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.004,0.006,0.007,0.009,0.01,0.013,0.015,0.019,0.023,0.029,0.04,0.057,0.092,0.17,0.48,0.0,0.0,0.987
000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.006,0.011,0.032,0.935,0.0,1.0
-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
