,0.917,0.917,0.834,0.833,0.750,0.750,0.667,0.667,0.584,0.583,0.500,0.500,0.417,0.417,0.334,0.333,0.251,0.250,0.167,0.167,0.084,0.083,sum
0.917,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
0.917,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
0.834,0.003,0.003,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
0.833,0.003,0.003,0.006,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
0.750,0.003,0.003,0.006,0.005,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037
0.750,0.003,0.003,0.006,0.005,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036
0.667,0.003,0.003,0.006,0.005,0.01,0.009,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073
0.667,0.003,0.002,0.006,0.005,0.01,0.009,0.018,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071
0.584,0.003,0.002,0.006,0.005,0.01,0.009,0.018,0.016,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
0.583,0.003,0.002,0.005,0.005,0.01,0.009,0.018,0.016,0.029,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126
0.500,0.003,0.002,0.005,0.005,0.01,0.009,0.018,0.016,0.029,0.026,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214
0.500,0.003,0.002,0.005,0.005,0.01,0.009,0.018,0.016,0.029,0.026,0.043,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207
0.417,0.003,0.002,0.005,0.005,0.01,0.009,0.017,0.015,0.028,0.025,0.042,0.039,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327
0.417,0.002,0.002,0.005,0.005,0.01,0.009,0.017,0.015,0.027,0.025,0.041,0.038,0.059,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314
0.334,0.002,0.002,0.005,0.004,0.009,0.008,0.016,0.014,0.025,0.023,0.038,0.036,0.055,0.055,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466
0.333,0.002,0.002,0.005,0.004,0.009,0.008,0.015,0.014,0.024,0.022,0.037,0.035,0.054,0.053,0.076,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.445
0.251,0.002,0.002,0.004,0.004,0.007,0.007,0.013,0.012,0.021,0.019,0.032,0.03,0.046,0.046,0.066,0.074,0.234,0.0,0.0,0.0,0.0,0.0,0.619
0.250,0.002,0.002,0.004,0.003,0.007,0.007,0.013,0.011,0.02,0.019,0.031,0.029,0.045,0.045,0.063,0.071,0.09,0.126,0.0,0.0,0.0,0.0,0.586
0.167,0.001,0.001,0.003,0.003,0.006,0.005,0.01,0.009,0.016,0.014,0.024,0.022,0.034,0.034,0.048,0.054,0.069,0.096,0.321,0.0,0.0,0.0,0.771
0.167,0.001,0.001,0.003,0.003,0.005,0.005,0.009,0.008,0.015,0.013,0.022,0.021,0.032,0.032,0.046,0.051,0.065,0.091,0.093,0.203,0.0,0.0,0.72
0.084,0.001,0.001,0.002,0.001,0.003,0.003,0.005,0.005,0.009,0.008,0.013,0.012,0.019,0.019,0.026,0.03,0.038,0.053,0.054,0.118,0.484,0.0,0.903
0.083,0.001,0.001,0.001,0.001,0.003,0.002,0.005,0.004,0.008,0.007,0.012,0.011,0.017,0.017,0.024,0.027,0.034,0.048,0.049,0.107,0.022,0.425,0.825
