0.401,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.005,0.007,0.007,0.01,0.009,0.013,0.013,0.018,0.017,0.023,0.022,0.029,0.028,0.036,0.035,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383
0.400,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.005,0.007,0.007,0.01,0.009,0.013,0.013,0.018,0.017,0.023,0.022,0.029,0.028,0.036,0.035,0.044,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377
0.350,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.005,0.007,0.006,0.009,0.009,0.013,0.012,0.017,0.016,0.022,0.02,0.027,0.026,0.034,0.033,0.042,0.043,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469
0.350,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.004,0.007,0.006,0.009,0.009,0.013,0.012,0.017,0.016,0.021,0.02,0.027,0.026,0.034,0.033,0.041,0.042,0.051,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461
0.301,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.006,0.006,0.009,0.008,0.012,0.011,0.015,0.015,0.02,0.019,0.025,0.024,0.031,0.031,0.039,0.039,0.048,0.051,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
0.300,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.006,0.006,0.009,0.008,0.012,0.011,0.015,0.014,0.02,0.019,0.025,0.024,0.031,0.03,0.038,0.039,0.047,0.05,0.059,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
0.251,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.006,0.005,0.008,0.007,0.01,0.01,0.014,0.013,0.018,0.017,0.022,0.021,0.028,0.027,0.034,0.035,0.043,0.045,0.054,0.06,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653
0.250,0.001,0.001,0.002,0.002,0.003,0.002,0.004,0.004,0.005,0.005,0.008,0.007,0.01,0.01,0.014,0.013,0.017,0.017,0.022,0.021,0.027,0.027,0.034,0.034,0.042,0.045,0.053,0.06,0.068,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
0.201,0.001,0.001,0.002,0.001,0.002,0.002,0.003,0.003,0.005,0.004,0.007,0.006,0.009,0.008,0.012,0.011,0.015,0.014,0.019,0.018,0.024,0.023,0.029,0.03,0.036,0.038,0.045,0.051,0.059,0.072,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743
0.200,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.004,0.006,0.006,0.009,0.008,0.011,0.011,0.015,0.014,0.019,0.018,0.023,0.023,0.029,0.029,0.035,0.038,0.045,0.05,0.058,0.071,0.077,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.727
0.151,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.004,0.004,0.005,0.005,0.007,0.007,0.009,0.009,0.012,0.011,0.015,0.014,0.019,0.018,0.023,0.023,0.029,0.03,0.036,0.04,0.046,0.057,0.062,0.087,0.242,0.0,0.0,0.0,0.0,0.0,0.826
0.150,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.004,0.003,0.005,0.005,0.007,0.006,0.009,0.008,0.012,0.011,0.015,0.014,0.018,0.018,0.023,0.023,0.028,0.03,0.035,0.04,0.045,0.056,0.061,0.085,0.087,0.147,0.0,0.0,0.0,0.0,0.806
0.101,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.004,0.003,0.005,0.005,0.006,0.006,0.008,0.008,0.01,0.01,0.013,0.013,0.016,0.016,0.02,0.021,0.025,0.028,0.032,0.04,0.044,0.061,0.062,0.105,0.322,0.0,0.0,0.0,0.897
0.100,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.004,0.003,0.005,0.004,0.006,0.006,0.008,0.008,0.01,0.01,0.013,0.012,0.016,0.016,0.019,0.021,0.024,0.028,0.032,0.039,0.042,0.059,0.06,0.102,0.088,0.224,0.0,0.0,0.872
0.050,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.003,0.003,0.004,0.004,0.006,0.005,0.007,0.007,0.009,0.009,0.011,0.011,0.013,0.015,0.017,0.021,0.023,0.032,0.033,0.056,0.048,0.123,0.477,0.0,0.955
0.050,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.007,0.007,0.008,0.008,0.01,0.011,0.013,0.015,0.017,0.02,0.022,0.031,0.032,0.054,0.047,0.118,0.023,0.44,0.923
