,1.000,0.947,0.895,0.842,0.789,0.737,0.684,0.632,0.579,0.526,0.474,0.421,0.368,0.316,0.263,0.211,0.158,0.105,sum
0.947,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
0.895,0.003,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009
0.842,0.003,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017
0.789,0.003,0.005,0.008,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
0.737,0.003,0.005,0.008,0.012,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048
0.684,0.003,0.005,0.008,0.012,0.018,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073
0.632,0.003,0.005,0.008,0.012,0.018,0.025,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107
0.579,0.003,0.005,0.008,0.012,0.018,0.025,0.034,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152
0.526,0.003,0.005,0.008,0.012,0.018,0.025,0.034,0.045,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208
0.474,0.003,0.005,0.008,0.012,0.017,0.024,0.033,0.044,0.057,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277
0.421,0.003,0.005,0.008,0.012,0.017,0.024,0.032,0.043,0.055,0.071,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358
0.368,0.003,0.005,0.007,0.011,0.016,0.023,0.031,0.041,0.053,0.068,0.085,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.451
0.316,0.003,0.005,0.007,0.01,0.015,0.021,0.029,0.038,0.049,0.063,0.08,0.101,0.13,0.0,0.0,0.0,0.0,0.0,0.552
0.263,0.003,0.004,0.006,0.009,0.014,0.019,0.026,0.035,0.045,0.057,0.072,0.092,0.118,0.157,0.0,0.0,0.0,0.0,0.657
0.211,0.002,0.004,0.005,0.008,0.012,0.017,0.023,0.03,0.039,0.049,0.063,0.079,0.102,0.136,0.192,0.0,0.0,0.0,0.761
0.158,0.002,0.003,0.004,0.007,0.01,0.013,0.018,0.024,0.031,0.04,0.051,0.064,0.083,0.11,0.155,0.242,0.0,0.0,0.857
0.105,0.001,0.002,0.003,0.005,0.007,0.01,0.013,0.017,0.022,0.029,0.036,0.046,0.059,0.079,0.111,0.174,0.322,0.0,0.937
0.053,0.001,0.001,0.002,0.003,0.004,0.005,0.007,0.01,0.012,0.016,0.02,0.025,0.033,0.043,0.061,0.096,0.177,0.478,0.993
